,sent_index,dep,sentence_length,root_index,root_word,entity_1_index,entity_2_index,entity_distance,no_words_before_entity_1,no_words_after_entity_2,entity_1_root_distance,entity_2_root_distance,entity 1 name,entity 2 name,entity_type_1,entity_type_2,entity_pos_1,entity_pos_2,entity_dep_1,entity_dep_2,entity_tag_1,entity_tag_2,shortest_distance,shortest_path,rel type,rel subtype,entity 1 ID,entity 2 ID,entity 1 mention ID,entity 2 mention ID,entity 1 type,entity 2 type,same_sent,same_sent.1,distance,pos_pattern,shortest_dep_path,span,label
6,8.0,"['prep', 'det', 'pobj', 'punct', 'nummod', 'compound', 'nsubj', 'ROOT', 'nummod', 'dobj', 'acl', 'nummod', 'dobj', 'punct']",14,7,fired,10,9,-1,9,4,-3,2,munitions,22,Weapon,Quantity,NOUN,NUM,dobj,nummod,NNS,CD,2,"[10, 7, 9]",HasAttrOf,HasAttrOf,6874F49C56340E2BD65BF958916C97AE-6-53-62-Weapon,6874F49C56340E2BD65BF958916C97AE-6-50-52-Quantity,6874F49C56340E2BD65BF958916C97AE-6-53-62-Weapon,6874F49C56340E2BD65BF958916C97AE-6-50-52-Quantity,Weapon,Quantity,True,True,,,,22 munitions,1
0,0.0,"['nsubj', 'ROOT', 'det', 'amod', 'dobj', 'prep', 'det', 'pobj', 'prep', 'det', 'amod', 'pobj', 'prep', 'pobj', 'npadvmod', 'punct', 'prep', 'pcomp', 'det', 'dobj', 'prep', 'pobj', 'prep', 'det', 'amod', 'cc', 'conj', 'pobj', 'cc', 'conj', 'advmod', 'aux', 'pcomp', 'det', 'amod', 'dobj', 'aux', 'advcl', 'det', 'dobj', 'prep', 'pobj', 'punct', '']",44,1,welcome,3,14,11,2,29,-2,13,the Syrian opposition,Riyadh,Organisation,Location,DET-ADJ-NOUN,PROPN,det-amod-pobj,pobj,DT-JJ-NN,NNP,4,"[3, 4, 5, 7, 14]",CoLocated,CoLocated,1F9A1D68D16594512C9CBAD02D53E4C1-0-52-73-Organisation,1F9A1D68D16594512C9CBAD02D53E4C1-0-77-83-Location,1F9A1D68D16594512C9CBAD02D53E4C1-0-52-73-Organisation,1F9A1D68D16594512C9CBAD02D53E4C1-0-77-83-Location,Organisation,Location,True,True,2.0,ADP,2.0,the Syrian opposition in Riyadh,1
0,0.0,"['prep', 'pobj', 'nummod', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'cc', 'conj', 'punct']",18,7,conducted,5,12,7,4,5,2,5,Coalition military forces,ISIL,Organisation,Organisation,PROPN-ADJ-NOUN,PROPN,nmod-amod-nsubj,compound,NNP-JJ-NNS,NNP,5,"[5, 6, 7, 9, 10, 12]",FightingAgainst,FightingAgainst,6B183780227A18218A12E917A5BC8654-0-12-37-Organisation,6B183780227A18218A12E917A5BC8654-0-67-71-Organisation,6B183780227A18218A12E917A5BC8654-0-12-37-Organisation,6B183780227A18218A12E917A5BC8654-0-67-71-Organisation,Organisation,Organisation,True,True,5.0,VERB-NUM-NOUN-ADP,5.0,Coalition military forces conducted 23 strikes against ISIL,1
1,0.0,"['prep', 'pobj', 'nummod', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'cc', 'conj', 'punct']",18,7,conducted,5,15,10,4,2,2,8,Coalition military forces,Syria,Organisation,Location,PROPN-ADJ-NOUN,PROPN,nmod-amod-nsubj,pobj,NNP-JJ-NNS,NNP,8,"[5, 6, 7, 9, 10, 12, 13, 14, 15]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-3-8-Location,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-3-8-Location,Organisation,Location,True,True,1.0,,3.0,"Syria , Coalition military forces",1
2,1.0,"['prep', 'pobj', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'advcl', 'dobj', 'punct', 'conj', 'punct', 'conj', 'cc', 'advmod', 'amod', 'conj', 'prep', 'compound', 'pobj', 'punct']",23,6,conducted,4,2,-2,3,20,2,-4,Coalition military forces,Syria,Organisation,Location,PROPN-ADJ-NOUN,PROPN,nmod-amod-nsubj,pobj,NNP-JJ-NNS,NNP,3,"[4, 5, 6, 2]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-3-8-Location,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-3-8-Location,Organisation,Location,True,True,1.0,,3.0,"Syria , Coalition military forces",1
3,0.0,"['prep', 'pobj', 'nummod', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'cc', 'conj', 'punct']",18,7,conducted,12,15,3,11,2,-5,8,ISIL,Syria,Organisation,Location,PROPN,PROPN,compound,pobj,NNP,NNP,3,"[12, 13, 14, 15]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-0-67-71-Organisation,6B183780227A18218A12E917A5BC8654-0-86-91-Location,6B183780227A18218A12E917A5BC8654-0-67-71-Organisation,6B183780227A18218A12E917A5BC8654-0-86-91-Location,Organisation,Location,True,True,3.0,NOUN-ADP,3.0,ISIL terrorists in Syria,1
4,0.0,"['prep', 'pobj', 'nummod', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'cc', 'conj', 'punct']",18,7,conducted,12,17,5,11,0,-5,10,ISIL,Iraq,Organisation,Location,PROPN,PROPN,compound,conj,NNP,NNP,4,"[12, 10, 9, 7, 17]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-0-67-71-Organisation,6B183780227A18218A12E917A5BC8654-0-96-100-Location,6B183780227A18218A12E917A5BC8654-0-67-71-Organisation,6B183780227A18218A12E917A5BC8654-0-96-100-Location,Organisation,Location,True,True,5.0,NOUN-ADP-PROPN-CCONJ,4.0,ISIL terrorists in Syria and Iraq,1
5,1.0,"['prep', 'pobj', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'advcl', 'dobj', 'punct', 'conj', 'punct', 'conj', 'cc', 'advmod', 'amod', 'conj', 'prep', 'compound', 'pobj', 'punct']",23,6,conducted,4,21,17,3,1,2,15,Coalition military forces,ISIL targets,Organisation,Location,PROPN-ADJ-NOUN,PROPN-NOUN,nmod-amod-nsubj,compound-pobj,NNP-JJ-NNS,NNP-NNS,7,"[4, 5, 6, 9, 17, 18, 19, 21]",FightingAgainst,FightingAgainst,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-125-137-Location,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-125-137-Location,Organisation,Location,True,True,11.0,VERB-NUM-NOUN-VERB-NOUN-NOUN-NOUN-CCONJ-ADV-ADP,8.0,"Coalition military forces conducted 15 strikes using attack , bomber , fighter and remotely piloted aircraft against ISIL targets",1
6,2.0,"['advmod', 'prep', 'pobj', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'acl', 'prep', 'cc', 'conj', 'pobj', 'prep', 'det', 'pobj', 'prep', 'pobj', 'advcl', 'dobj', 'punct', 'conj', 'punct', 'conj', 'punct', 'cc', 'advmod', 'amod', 'conj', 'advmod', 'advmod', 'cc', 'compound', 'appos', 'prep', 'compound', 'pobj', 'punct', '']",41,7,conducted,5,38,33,4,2,2,31,Coalition military forces,ISIL targets,Organisation,Location,PROPN-ADJ-NOUN,PROPN-NOUN,nmod-amod-nsubj,compound-pobj,NNP-JJ-NNS,NNP-NNS,8,"[5, 6, 7, 10, 29, 30, 35, 36, 38]",FightingAgainst,FightingAgainst,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-125-137-Location,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-125-137-Location,Organisation,Location,True,True,11.0,VERB-NUM-NOUN-VERB-NOUN-NOUN-NOUN-CCONJ-ADV-ADP,8.0,"Coalition military forces conducted 15 strikes using attack , bomber , fighter and remotely piloted aircraft against ISIL targets",1
7,1.0,"['prep', 'pobj', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'advcl', 'dobj', 'punct', 'conj', 'punct', 'conj', 'cc', 'advmod', 'amod', 'conj', 'prep', 'compound', 'pobj', 'punct']",23,6,conducted,4,9,5,3,13,2,3,Coalition military forces,strikes,Organisation,Weapon,PROPN-ADJ-NOUN,NOUN,nmod-amod-nsubj,dobj,NNP-JJ-NNS,NNS,3,"[4, 5, 6, 9]",InChargeOf,InChargeOf,6B183780227A18218A12E917A5BC8654-2-22-47-Organisation,6B183780227A18218A12E917A5BC8654-2-64-71-Weapon,6B183780227A18218A12E917A5BC8654-2-22-47-Organisation,6B183780227A18218A12E917A5BC8654-2-64-71-Weapon,Organisation,Weapon,True,True,3.0,VERB-NUM,2.0,Coalition military forces conducted eight strikes,1
8,2.0,"['advmod', 'prep', 'pobj', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'acl', 'prep', 'cc', 'conj', 'pobj', 'prep', 'det', 'pobj', 'prep', 'pobj', 'advcl', 'dobj', 'punct', 'conj', 'punct', 'conj', 'punct', 'cc', 'advmod', 'amod', 'conj', 'advmod', 'advmod', 'cc', 'compound', 'appos', 'prep', 'compound', 'pobj', 'punct', '']",41,7,conducted,5,10,5,4,30,2,3,Coalition military forces,strikes,Organisation,Weapon,PROPN-ADJ-NOUN,NOUN,nmod-amod-nsubj,dobj,NNP-JJ-NNS,NNS,3,"[5, 6, 7, 10]",InChargeOf,InChargeOf,6B183780227A18218A12E917A5BC8654-2-22-47-Organisation,6B183780227A18218A12E917A5BC8654-2-64-71-Weapon,6B183780227A18218A12E917A5BC8654-2-22-47-Organisation,6B183780227A18218A12E917A5BC8654-2-64-71-Weapon,Organisation,Weapon,True,True,3.0,VERB-NUM,2.0,Coalition military forces conducted eight strikes,1
9,1.0,"['prep', 'pobj', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'advcl', 'dobj', 'punct', 'conj', 'punct', 'conj', 'cc', 'advmod', 'amod', 'conj', 'prep', 'compound', 'pobj', 'punct']",23,6,conducted,4,13,9,3,9,2,7,Coalition military forces,bomber,Organisation,MilitaryPlatform,PROPN-ADJ-NOUN,NOUN,nmod-amod-nsubj,conj,NNP-JJ-NNS,NN,6,"[4, 5, 6, 9, 10, 12, 13]",InChargeOf,InChargeOf,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-71-77-MilitaryPlatform,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-71-77-MilitaryPlatform,Organisation,MilitaryPlatform,True,True,6.0,VERB-NUM-NOUN-VERB-NOUN,4.0,"Coalition military forces conducted 15 strikes using attack , bomber",1
10,1.0,"['prep', 'pobj', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'advcl', 'dobj', 'punct', 'conj', 'punct', 'conj', 'cc', 'advmod', 'amod', 'conj', 'prep', 'compound', 'pobj', 'punct']",23,6,conducted,4,15,11,3,7,2,9,Coalition military forces,fighter,Organisation,MilitaryPlatform,PROPN-ADJ-NOUN,NOUN,nmod-amod-nsubj,conj,NNP-JJ-NNS,NN,4,"[4, 5, 6, 9, 15]",InChargeOf,InChargeOf,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-79-86-MilitaryPlatform,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-79-86-MilitaryPlatform,Organisation,MilitaryPlatform,True,True,7.0,VERB-NUM-NOUN-VERB-NOUN-NOUN,5.0,"Coalition military forces conducted 15 strikes using attack , bomber , fighter",1
11,1.0,"['prep', 'pobj', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'advcl', 'dobj', 'punct', 'conj', 'punct', 'conj', 'cc', 'advmod', 'amod', 'conj', 'prep', 'compound', 'pobj', 'punct']",23,6,conducted,4,17,13,3,5,2,11,Coalition military forces,remotely piloted aircraft,Organisation,MilitaryPlatform,PROPN-ADJ-NOUN,ADV-VERB-NOUN,nmod-amod-nsubj,advmod-amod-conj,NNP-JJ-NNS,RB-VBN-NN,4,"[4, 5, 6, 9, 17]",InChargeOf,InChargeOf,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-91-116-MilitaryPlatform,6B183780227A18218A12E917A5BC8654-1-10-35-Organisation,6B183780227A18218A12E917A5BC8654-1-91-116-MilitaryPlatform,Organisation,MilitaryPlatform,True,True,9.0,VERB-NUM-NOUN-VERB-NOUN-NOUN-NOUN-CCONJ,6.0,"Coalition military forces conducted 15 strikes using attack , bomber , fighter and remotely piloted aircraft",1
12,1.0,"['prep', 'pobj', 'punct', 'nmod', 'amod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'advcl', 'dobj', 'punct', 'conj', 'punct', 'conj', 'cc', 'advmod', 'amod', 'conj', 'prep', 'compound', 'pobj', 'punct']",23,6,conducted,21,2,-19,20,20,-15,-4,ISIL targets,Syria,Location,Location,PROPN-NOUN,PROPN,compound-pobj,pobj,NNP-NNS,NNP,6,"[21, 19, 18, 17, 9, 6, 2]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-1-125-137-Location,6B183780227A18218A12E917A5BC8654-1-3-8-Location,6B183780227A18218A12E917A5BC8654-1-125-137-Location,6B183780227A18218A12E917A5BC8654-1-3-8-Location,Location,Location,True,True,12.0,PROPN-VERB-NUM-NOUN-VERB-NOUN-NOUN-NOUN-CCONJ-ADV-ADP,9.0,"Syria , Coalition military forces conducted 15 strikes using attack , bomber , fighter and remotely piloted aircraft against ISIL targets",1
13,4.0,"['prep', 'compound', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'cc', 'conj', 'det', 'amod', 'punct', 'compound', 'dobj', 'punct', 'det', 'appos', 'punct', 'det', 'compound', 'conj', 'punct', 'cc', 'det', 'compound', 'conj', 'punct', '', 'punct', '']",34,6,engaged,14,2,-12,13,31,-8,-4,a fighting position,Ar Raqqah,Location,Location,DET-NOUN-NOUN,PROPN-PROPN,det-compound-conj,compound-pobj,DT-NN-NN,NNP-NNP,5,"[14, 16, 17, 12, 6, 2]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-4-104-123-Location,6B183780227A18218A12E917A5BC8654-4-5-14-Location,6B183780227A18218A12E917A5BC8654-4-104-123-Location,6B183780227A18218A12E917A5BC8654-4-5-14-Location,Location,Location,True,True,10.0,NUM-NOUN-VERB-NUM-PROPN-CCONJ-VERB-DET-DET,6.0,"Ar Raqqah , five strikes engaged two ISIL tactical units and destroyed a front - end loader , a VBIED , a fighting position",1
14,4.0,"['prep', 'compound', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'cc', 'conj', 'det', 'amod', 'punct', 'compound', 'dobj', 'punct', 'det', 'appos', 'punct', 'det', 'compound', 'conj', 'punct', 'cc', 'det', 'compound', 'conj', 'punct', '', 'punct', '']",34,6,engaged,14,2,-12,13,31,-8,-4,a tunnel entrance,Ar Raqqah,Location,Location,DET-NOUN-NOUN,PROPN-PROPN,det-compound-conj,compound-pobj,DT-NN-NN,NNP-NNP,5,"[14, 16, 17, 12, 6, 2]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-4-129-146-Location,6B183780227A18218A12E917A5BC8654-4-5-14-Location,6B183780227A18218A12E917A5BC8654-4-129-146-Location,6B183780227A18218A12E917A5BC8654-4-5-14-Location,Location,Location,True,True,12.0,NUM-NOUN-VERB-NUM-PROPN-CCONJ-VERB-DET-DET-DET-CCONJ,7.0,"Ar Raqqah , five strikes engaged two ISIL tactical units and destroyed a front - end loader , a VBIED , a fighting position , and a tunnel entrance",1
15,4.0,"['prep', 'compound', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'cc', 'conj', 'det', 'amod', 'punct', 'compound', 'dobj', 'punct', 'det', 'appos', 'punct', 'det', 'compound', 'conj', 'punct', 'cc', 'det', 'compound', 'conj', 'punct', '', 'punct', '']",34,6,engaged,9,2,-7,8,31,-3,-4,ISIL tactical units,Ar Raqqah,Organisation,Location,PROPN-ADJ-NOUN,PROPN-PROPN,nmod-amod-dobj,compound-pobj,NNP-JJ-NNS,NNP-NNP,3,"[9, 10, 6, 2]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-4-41-60-Organisation,6B183780227A18218A12E917A5BC8654-4-5-14-Location,6B183780227A18218A12E917A5BC8654-4-41-60-Organisation,6B183780227A18218A12E917A5BC8654-4-5-14-Location,Organisation,Location,True,True,5.0,NUM-NOUN-VERB-NUM,3.0,"Ar Raqqah , five strikes engaged two ISIL tactical units",1
16,5.0,"['prep', 'compound', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'cc', 'conj', 'det', 'dobj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'nmod', 'cc', 'conj', 'conj', 'punct', 'det', 'conj', 'punct', 'cc', 'det', 'amod', 'compound', 'conj', 'punct', '', 'punct', '']",38,6,engaged,28,2,-26,27,35,-22,-4,VBIED,Ayn Isa,Weapon,Location,PROPN,PROPN-PROPN,conj,compound-pobj,NNP,NNP-NNP,5,"[28, 21, 18, 6, 0, 2]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-6-140-145-Weapon,6B183780227A18218A12E917A5BC8654-6-5-12-Location,6B183780227A18218A12E917A5BC8654-6-140-145-Weapon,6B183780227A18218A12E917A5BC8654-6-5-12-Location,Weapon,Location,True,True,18.0,NUM-NOUN-VERB-NUM-PROPN-CCONJ-VERB-DET-NOUN-NUM-VERB-DET-NOUN-CCONJ-PROPN-PROPN-DET,7.0,"Ayn Isa , three strikes engaged two ISIL tactical units and destroyed a vehicle , five fighting positions , a command and control node , a VBIED",1
17,5.0,"['prep', 'compound', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'cc', 'conj', 'det', 'dobj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'nmod', 'cc', 'conj', 'conj', 'punct', 'det', 'conj', 'punct', 'cc', 'det', 'amod', 'compound', 'conj', 'punct', '', 'punct', '']",38,6,engaged,14,2,-12,13,35,-8,-4,a heavy machine gun,Ayn Isa,Weapon,Location,DET-ADJ-NOUN-NOUN,PROPN-PROPN,det-amod-compound-conj,compound-pobj,DT-JJ-NN-NN,NNP-NNP,4,"[14, 12, 6, 0, 2]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-6-151-170-Weapon,6B183780227A18218A12E917A5BC8654-6-5-12-Location,6B183780227A18218A12E917A5BC8654-6-151-170-Weapon,6B183780227A18218A12E917A5BC8654-6-5-12-Location,Weapon,Location,True,True,20.0,NUM-NOUN-VERB-NUM-PROPN-CCONJ-VERB-DET-NOUN-NUM-VERB-DET-NOUN-CCONJ-PROPN-PROPN-DET-PROPN-CCONJ,8.0,"Ayn Isa , three strikes engaged two ISIL tactical units and destroyed a vehicle , five fighting positions , a command and control node , a VBIED , and a heavy machine gun",1
18,5.0,"['prep', 'compound', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'cc', 'conj', 'det', 'dobj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'nmod', 'cc', 'conj', 'conj', 'punct', 'det', 'conj', 'punct', 'cc', 'det', 'amod', 'compound', 'conj', 'punct', '', 'punct', '']",38,6,engaged,9,2,-7,8,35,-3,-4,ISIL tactical units,Ayn Isa,Organisation,Location,PROPN-ADJ-NOUN,PROPN-PROPN,nmod-amod-dobj,compound-pobj,NNP-JJ-NNS,NNP-NNP,4,"[9, 10, 6, 0, 2]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-6-40-59-Organisation,6B183780227A18218A12E917A5BC8654-6-5-12-Location,6B183780227A18218A12E917A5BC8654-6-40-59-Organisation,6B183780227A18218A12E917A5BC8654-6-5-12-Location,Organisation,Location,True,True,5.0,NUM-NOUN-VERB-NUM,3.0,"Ayn Isa , three strikes engaged two ISIL tactical units",1
19,9.0,"['prep', 'compound', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'dobj', 'punct', '', 'punct', '']",13,6,disabled,5,2,-3,4,10,1,-4,two bridges,Al Huwayjah,Location,Location,NUM-NOUN,PROPN-PROPN,nummod-dobj,compound-pobj,CD-NNS,NNP-NNP,2,"[5, 6, 2]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-12-39-50-Location,6B183780227A18218A12E917A5BC8654-12-5-16-Location,6B183780227A18218A12E917A5BC8654-12-39-50-Location,6B183780227A18218A12E917A5BC8654-12-5-16-Location,Location,Location,True,True,4.0,NUM-NOUN-VERB,3.0,"Al Huwayjah , two strikes disabled two bridges",1
20,10.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'compound', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'det', 'npadvmod', 'punct', 'amod', 'conj', 'punct', 'cc', 'det', 'npadvmod', 'punct', 'amod', 'conj', 'advmod', 'punct', 'cc', 'conj', 'nummod', 'compound', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'cc', 'det', 'amod', 'punct', 'compound', 'conj', 'punct', '', 'punct', '']",52,5,engaged,18,17,-1,17,34,-13,12,vehicles,two,Vehicle,Quantity,NOUN,NUM,conj,nummod,NNS,CD,1,"[18, 17]",HasAttrOf,HasAttrOf,6B183780227A18218A12E917A5BC8654-14-100-108-Vehicle,6B183780227A18218A12E917A5BC8654-14-96-99-Quantity,6B183780227A18218A12E917A5BC8654-14-100-108-Vehicle,6B183780227A18218A12E917A5BC8654-14-96-99-Quantity,Vehicle,Quantity,True,True,1.0,,1.0,two vehicles,1
21,10.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'compound', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'det', 'npadvmod', 'punct', 'amod', 'conj', 'punct', 'cc', 'det', 'npadvmod', 'punct', 'amod', 'conj', 'advmod', 'punct', 'cc', 'conj', 'nummod', 'compound', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'cc', 'det', 'amod', 'punct', 'compound', 'conj', 'punct', '', 'punct', '']",52,5,engaged,8,17,9,7,34,-3,12,ISIL tactical units,two,Organisation,Quantity,PROPN-ADJ-NOUN,NUM,nmod-amod-dobj,nummod,NNP-JJ-NNS,CD,5,"[8, 9, 5, 11, 14, 17]",HasAttrOf,HasAttrOf,6B183780227A18218A12E917A5BC8654-4-41-60-Organisation,6B183780227A18218A12E917A5BC8654-4-37-40-Quantity,6B183780227A18218A12E917A5BC8654-4-41-60-Organisation,6B183780227A18218A12E917A5BC8654-4-37-40-Quantity,Organisation,Quantity,True,True,1.0,,1.0,two ISIL tactical units,1
22,11.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'det', 'compound', 'amod', 'dobj', 'cc', 'conj', 'det', 'dobj', 'punct', 'det', 'amod', 'conj', 'punct', 'cc', 'det', 'compound', 'compound', 'conj', 'punct', '', 'punct', '']",28,5,engaged,5,2,-3,4,25,0,-3,strike,Rawah,Weapon,Location,NOUN,PROPN,nsubj,pobj,NN,NNP,1,"[5, 2]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-16-16-22-Weapon,6B183780227A18218A12E917A5BC8654-16-5-10-Location,6B183780227A18218A12E917A5BC8654-16-16-22-Weapon,6B183780227A18218A12E917A5BC8654-16-5-10-Location,Weapon,Location,True,True,2.0,NUM,3.0,"Rawah , one strike",1
23,11.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'det', 'compound', 'amod', 'dobj', 'cc', 'conj', 'det', 'dobj', 'punct', 'det', 'amod', 'conj', 'punct', 'cc', 'det', 'compound', 'compound', 'conj', 'punct', '', 'punct', '']",28,5,engaged,7,2,-5,6,25,-2,-3,an ISIL tactical unit,Rawah,Organisation,Location,DET-PROPN-ADJ-NOUN,PROPN,det-compound-amod-dobj,pobj,DT-NNP-JJ-NN,NNP,3,"[7, 9, 5, 2]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-16-31-52-Organisation,6B183780227A18218A12E917A5BC8654-16-5-10-Location,6B183780227A18218A12E917A5BC8654-16-31-52-Organisation,6B183780227A18218A12E917A5BC8654-16-5-10-Location,Organisation,Location,True,True,4.0,NUM-NOUN-VERB,3.0,"Rawah , one strike engaged an ISIL tactical unit",1
24,12.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'det', 'compound', 'amod', 'dobj', 'punct', '', 'punct', '']",14,5,suppressed,7,2,-5,6,11,-2,-3,an ISIL tactical unit,Sinjar,Organisation,Location,DET-PROPN-ADJ-NOUN,PROPN,det-compound-amod-dobj,pobj,DT-NNP-JJ-NN,NNP,3,"[7, 9, 5, 2]",CoLocated,CoLocated,6B183780227A18218A12E917A5BC8654-18-35-56-Organisation,6B183780227A18218A12E917A5BC8654-18-5-11-Location,6B183780227A18218A12E917A5BC8654-18-35-56-Organisation,6B183780227A18218A12E917A5BC8654-18-5-11-Location,Organisation,Location,True,True,4.0,NUM-NOUN-VERB,3.0,"Sinjar , one strike suppressed an ISIL tactical unit",1
0,0.0,"['compound', 'nsubj', 'punct', 'npadvmod', 'punct', 'compound', 'appos', 'punct', 'ROOT', 'det', 'amod', 'amod', 'compound', 'compound', 'attr', 'nsubj', 'relcl', 'prep', 'pobj', 'punct', 'conj', 'punct', 'cc', 'nmod', 'punct', 'conj', 'punct']",27,8,is,1,12,11,0,14,7,4,Alsumaria News,Iraqi,Organisation,Nationality,PROPN-PROPN,ADJ,compound-nsubj,amod,NNP-NNP,JJ,4,"[1, 8, 14, 13, 12]",HasAttrOf,HasAttrOf,B7CAC5946BE12615BA4815FFE0FE4C54-0-0-14-Organisation,B7CAC5946BE12615BA4815FFE0FE4C54-0-59-64-Nationality,B7CAC5946BE12615BA4815FFE0FE4C54-0-0-14-Organisation,B7CAC5946BE12615BA4815FFE0FE4C54-0-59-64-Nationality,Organisation,Nationality,True,True,7.0,PROPN-NOUN-NOUN-AUX-DET-ADJ,3.0,Alsumaria News ( Arabic : السومرية نيوز‎‎ ) is an independent Iraqi,1
